no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
S2222,PT. VAIOTECH LINTAS NUSANTARA,VAIOTECH LINTAS NUSANTARA,Corporate,-,VTNET.ID,"Perum Pesona Kalangsuria Blok H2 No 6
Kel.Kalangsurya, Kec.Rengasdengklok
Karawang, Jawa Barat, 41352",KALANGSURIA,RENGASDENGKLOK,KAB. KARAWANG,JAWA BARAT,41352,+6285710135613,+62
S2223,PT. SARANA INTIMEDIA TELEMATIKA,MEDISA NETWORK,Corporate,-,MEDIASARANA.NET,Jl. Perumahan Krian Sejahtera Indah Cluster Ayu,GAMPING,KRIAN,KAB. SIDOARJO,JAWA TIMUR,61262,+6285763712226,+62
S2225,PT. LANCAR BERKAH BAROKAH,LBB,Corporate,-,LANCARBERKAHBAROKAH.CO.ID,"Gedung centennial Tower, Lantai 35",SETIABUDI,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,+6281289084411,+62
S2229,PT. ERA DIGITAL MEDIA,ERA DIGITAL MEDIA,Corporate,-,PTEDM.COM,"Tata Puri Building, 7th floor
Jl Tanjung Karang No. 3-4A
Kebun Melati, Tanah Abang
Jakarta Pusat
Indonesia",KEBON MELATI,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10230,+622131901078,+622131901078
S2231,PT. AULIA SENTRAL MULTIDATA,AULIA NETWORK,Corporate,ISP,AULIASM.NET,Jl Poros Balai Riam Rt 01/01 Sekuningan Baru Sukamara Kalimanatan Tengah 74173,SEKUNINGAN BARU,BALAI RIAM,KAB. SUKAMARA,KALIMANTAN TENGAH,74173,+6282152821060,+62
S2233,PT. NET GRUP MULTIMEDIA,NG,Corporate,-,NGMULTIMEDIA.NET,TTC SARIMALAHA LT.II G NO.2 RT 005 RW 002,INDONESIANA,TIDORE,TIDORE KEPULAUAN,MALUKU UTARA,97813,+6281221510292,+62
S2234,PT. AVIA AVIAN,AVIAN BRANDS,Corporate,-,AVIANBRANDS.COM,"Jl. Ahmad Yani no 317, Dukuh Menanggal, Gayungan, Suarabaya, Jawa Timur, 60234",DUKUH MENANGGAL,GAYUNGAN,SURABAYA,JAWA TIMUR,60234,+623199850050,+62
S2264,PT. SATU CAKRA NAGA,BANTERSIPNET,Corporate,-,BSIP.NET.ID,"JL.KALIBOKOR 2 No.33, RT04/08 Kel. Pucang Sewu, Kec. Gubeng, Kota
Surabaya, Prov. Jawa Timur 60283",PUCANG SEWU,GUBENG,SURABAYA,JAWA TIMUR,60283,+623199452832,+62
S2267,PT. HENS GLOBAL NETWORK,HENSGLOBALNETWORK,Corporate,-,HENSGLOBALNETWORK.NET,"Dusun Karanganyar RT 01/01 Ciasem Girang, Ciasem,Subang, Jawa Barat",CIASEM GIRANG,CIASEM,KAB. SUBANG,JAWA BARAT,41256,+6287760551997,+62
S2268,PT. LANGIT TEKNOLOGI UTAMA,LANGIT TEKNOLOGI UTAMA,Corporate,-,LANGITTEKNOLOGIUTAMA.COM,"Palem Indah Nomor 9. RT.001 / RW.007
Sawah baru, Ciputat",SAWAH BARU,CIPUTAT,TANGERANG SELATAN,BANTEN,15229,+622150983713,+62
S2269,PEMERINTAH KABUPATEN KUBU RAYA,PEMERINTAH KABUPATEN KUBU RAYA,Goverment,-,KUBURAYAKAB.GO.ID,"Jalan Supadio, Sungai Raya, Kubu Raya",ARANG LIMBUNG,SUNGAI RAYA,KAB. KUBU RAYA,KALIMANTAN BARAT,78391,+628561490790,-
S2270,PT. SOLUSI INTERNET DESA,SIDNET,Corporate,ISP,SOLIDES.NET.ID,"TERSONO RT. 004 RW. 001 Kel. Sapih, Kec. Lumbang, Kab. Probolinggo, Prov. Jawa Timur 67255",SAPIH,LUMBANG,KAB. PROBOLINGGO,JAWA TIMUR,67255,+6282302227754,+62
S2277,PT. TANJUNG PILAR TEKNOLOGI,BUMINET,Corporate,-,TANJUNGPILAR.COM,"Jalan. Jaksa Agung Suprapto No.70, Dusun Bleton, Kel. Warujayeng, Kec. Tanjunganom, Kab. Nganjuk, Prov. Jawa Timur",WARUJAYENG,TANJUNGANOM,KAB. NGANJUK,JAWA TIMUR,64482,+6282234505767,+62
S2281,PT. AUSTIN LINTAS INFORMATIKA,AUSTIN NETWORKS,Corporate,-,AUSTIN.NET.ID,JL. Raya Bangsal Dusun Karang Petak Kel. Pemenang Timur Kec. Pemenang  Lombok Utara Nusa Tenggara Barat 83352,PEMENANG TIMUR,PEMENANG,KAB. LOMBOK UTARA,NUSA TENGGARA BARAT,83352,+628113900988,+62
S2285,PT. ALFA LESTARI SARANA MAJU,ALFA LESTARI SARANA MAJU,Corporate,-,ALFACO.ID,"Gedung Raudha Lt II, Jl. Kuningan Barat II No.21, RT.9/RW.2
Kuningan Barat, Mampang Prapatan
Jakarta Selatan, DKI Jakarta, 12710",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+622150983726,+62
S2287,PT. PODOMORO JAYA MAKMUR,PODOMORO JAYA MAKMUR,Corporate,-,PJM-NET.NET,"Jl. Mampang Prapatan XI No.20 RT. 004 RW.07
Tegal Parang, Mampang Prapatan
Jakarta Selatan, DKI Jakarta, 12790",TEGAL PARANG,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,+622150840214,+62
S2289,PDAM BANDARMASIH KOTA BANJARMASIN,AIR MINUM,Goverment,-,PDAMBANDARMASIH.COM,Jl. A. Yani Km.2 No.12 Banjarmasin,KEBUN BUNGA,BANJARMASIN TIMUR,BANJARMASIN,KALIMANTAN SELATAN,70236,+625113252541,+625113253238
S2291,CV. CLICK MEDIA MAKMUR,CLICK,Corporate,-,MAXNETPLUS.ID,"Jl. Raya Blora - Rembang km 7 Medang RT.02/01 Sendangharjo Kec./kab. Blora, Jawa Tengah",SENDANGHARJO,KOTA BLORA,KAB. BLORA,JAWA TENGAH,58219,+622713406262,+62
S2294,PT. ADI SARANA ARMADA DELTA,ADI SARANA ARMADA DELTA,Corporate,-,ARMADANET.CO.ID,"Komplek Ruko Golden Ville No 88 CR
Duri Kepa, Kebon Jeruk
Jakarta Barat, DKI Jakarta, 11510",DURI KEPA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11510,+622150983736,+62
S2300,INSTITUT TRANSPORTASI DAN LOGISTIK TRISAKTI,PENDIDIKAN,Education,-,ITL-TRISAKTI.COM,"Jl. IPN Kebon Nanas No.2, RT.9/RW.6, Cipinang Besar Sel.,
Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",CIPINANG BESAR SELATAN,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,13410,+62218516050,+62218569340
S2303,PT. SEGARA MUNCAR MEDIA,SMMNETWORK,Corporate,-,SMMNETWORK.NET.ID,"Dusun Sungkit RT.000 RW.000 , Kesik, Masbagik, Lombok Timur, Nusa Tengara Barat",KESIK,MASBAGIK,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT,83662,+6281917750575,+62
S2305,PT. RUBYAN NETWORK SOLUTION,RUBYAN NETWORK,Corporate,-,RUBYANNETWORK.NET.ID,"Desa Sidodadi Kec. RT, 04 RW, 02 Penarik Kab. Muko muko Bengkulu",SIDODADI,PENARIK,KAB. MUKOMUKO,BENGKULU,38368,+628117866093,+62
S2306,INSTITUT TEKNOLOGI DAN BISNIS ASIA MALANG,INSTITUT TEKNOLOGI DAN BISNIS ASIA,Education,-,ASIA.AC.ID,Jalan Soekarno Hatta - Rembuksari 1A,MOJOLANGU,LOWOKWARU,MALANG,JAWA TIMUR,61234,+62341478877,+623414345225
S2310,PT. GARAPAN TEKNOLOGI INDONESIA,GARTNESIA,Corporate,-,GARTNESIA.COM,Jl. Borobudur Agung Tim. II No.7,MOJOLANGU,LOWOKWARU,MALANG,JAWA TIMUR,65142,+6281276001730,+62
S2314,PT. BUKUKU SOLUSI KREATIF,BUKUKU,Corporate,-,BUKUKU.SOLUTIONS,"Business Park Kebon Jeruk Blok I Nomor 21, Jl. Meruya Ilir Raya
Nomor 88",MERUYA UTARA,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,11620,+628999508888,+62
S2319,PT. ALUMINDO RAGAM CAHAYA INDAH,ALUMINDO RAGAM CAHAYA INDAH,Corporate,-,ALUMINDORAGAMCAHAYA.CO.ID,"APL TOWER OT/35-T5 PODOMORO CITY, JL. LETJEND S.PARMAN
Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, DKI Jakarta",TANJUNG DUREN SELATAN,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,11470,+622150983774,+62
S2324,CV. FN MEDIA TEKNOLOGI,FNMEDIATEKNOLOGI.CO.ID,Corporate,-,FNMEDIATEKNOLOGI.COM,"Ruko Amparan Jati Pakuan Regency Blok A No.06,
Kel. Margajaya, Kec. Bogor Barat",MARGAJAYA,BOGOR BARAT,BOGOR,JAWA BARAT,16116,+628111185911,+62
S2329,PT. MAYBANK KIM ENG SEKURITAS,MAYBANK SEKURITAS INDONESIA,Corporate,-,MAYBANK-KE.CO.ID,"Sental Senayan III, 22nd Floor
Jl.Asia Afrika No.8
Gelora Bung Karno, Senayan
Jakarta, 10270, Indonesia",GELORA,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10270,+622180668500,+62
S2339,PT. ASTRA AGROMAS MULIA,ASTRA AGROMAS MULIA,Corporate,-,ASTRAAGRO.CO.ID,"JL. MAMPANG PRAPATAN XI NO. 20,
Tegal Parang, Mampang Prapatan, Jakarta Selatan, DKI Jakarta",TEGAL PARANG,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,+62895640059075,+62
S2340,PT. ASAHIMAS PUTRA MULIA,ASAHIMAS PUTRA MULIA,Corporate,-,ASAHIMAS.CO.ID,"Komplek Ruko Golden Ville No 88 CR RT.8/RW.5
Duri Kepa, Kebon Jeruk, Jakarta Barat
DKI Jakarta, 11510",DURI KEPA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11510,+6289631893423,+62
S2341,PT. CAHAYA SINERGI SEMESTA,CSS MEDIA,Corporate,-,CSS.NET.ID,JL Imogiri Barat KM11/101A,SUMBER AGUNG,JETIS,KAB. BANTUL,DI YOGYAKARTA,55781,+622742811113,+62
S2351,PT. INFOTECH TANTAMI NUSANTARA,INFOTECH TANTAMI NUSANTARA,Corporate,-,INFOTECHNUSANTARA.ID,"Jl.Kesatrian mabad, Rt03/08, No.32,Rempoa, Ciputat Timur, 15412",REMPOA,CIPUTAT TIMUR,TANGERANG SELATAN,BANTEN,15412,+6283826772292,+62
S2366,PT. MNC PORTAL INDONESIA,MNC PORTAL INDONESIA,Corporate,-,OKEZONE.COM,"iNews Tower, Lantai 12, MNC Center, Jalan Kebon Sirih 17-19, Kel. Kebon Sirih, Kec. Menteng, Kota Adm. Jakarta Pusat, Prov. DKI Jakarta",KEBON SIRIH,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10340,+62213924706,+62213917103
S2368,PT. KEKAL ABADI SEJAHTERA,KLASLINE,Corporate,-,KLASLINE.COM,Jl. Cut Nya Dien No. 38,WINDUHAJI,KUNINGAN,KAB. KUNINGAN,JAWA BARAT,45516,+622328905322,+622328905322
S2374,PT. GLOBAL MEDIA DUNIA KITA,GLOBAL MEDIA DUNIA KITA,Corporate,-,DUNIAKITA-ID.CO.ID,"Gedung Raudha Lt II, Jl. Kuningan Barat II No.21, Kel. Kuningan
Barat, Kec. Mampang Prapatan, Kota Adm. Jakarta Selatan, Prov.
DKI Jakarta,  12710:",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+6289631893423,+62
S2382,PT. BEKASI FAJAR BERSAMA,BEKASI FAJAR BERSAMA,Corporate,-,FAJARBEKASI.CO.ID,"Ruko sindang Barang Grande No 15, Jl Sindang Barang Blok E No.5
Kalisuren, Tajurhalang
Kab. Bogor, Jawa Barat, 16117",KALISUREN,TAJUR HALANG,KAB. BOGOR,JAWA BARAT,16117,+6285892092295,+62
S2386,PT. SKALA JARINGAN INDONESIA,SKALA.NET.ID,Corporate,ISP,SKALA.NET.ID,"Gedung The CEO, Lantai 12
Jl. TB Simatupang No.18C, RT.7/RW.9, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+6285288332411,+62
S2387,PT. KAWASAN LINTAS BIRU DIGITAL,SOLIDBLUE,Corporate,-,SOLIDBLUE.ID,"Wisma Argo Manunggal Lt. 10, Jl. Gatot Subroto Kav. 22 Karet Semanggi Kec. Setiabudi, Jakarta Selatan 12930",KARET SEMANGGI,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12930,+6287887876000,+62
S2389,PT. NETLINK LINTAS DATA,NETLINK,Corporate,-,NETLINK.ID,JL MEKARSARI NO.1 KLEDOKAN CT.XIX,CATURTUNGGAL,DEPOK,KAB. SLEMAN,DI YOGYAKARTA,55281,+622744332211,+62
S2392,PT. GLOBAL JET EXPRESS,J&T EXPRESS,Corporate,-,JET.CO.ID,"Landmark Pluit Tower B1 Lantai 8, 9A, 10A
Jalan Pluit Selatan Raya",PLUIT,PENJARINGAN,JAKARTA UTARA,DKI JAKARTA,14450,+6281213783132,+62
S2396,PT. RAIHAN TEKNOLOGI PRATAMA,SALMA NET,Corporate,ISP,SALMA.NET.ID,"Komplek Ketapang Indah Blok B2 No. 33 - 34 Jl. K.H. Zaenal Arifin, Jakarta 11140",TAMAN SARI,TAMAN SARI,JAKARTA BARAT,DKI JAKARTA,52461,21 6340960,-
S2398,PT. PERDANA CITRA KOMPUTER INDONESIA,TELEKOMUNIKASI,Corporate,-,PCKI.CO.ID,"Jl. Kebayoran Baru Raya, Kebayoran Centre A5",KEBAYORAN LAMA UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12440,+62217200986,+62
S2399,PT. BAUBAU SARANA TELEKOMUNIKASI,BURATEL,Corporate,-,BURATEL.COM,"Jl. Bukit PErmai Palatiga, Kel. Wangkanapi, Kec. Wolio Kota Baubau",WANGKANAPI,WOLIO,BAU-BAU,SULAWESI TENGGARA,93711,+6282346574544,+62
S2400,CV. PUTRA MEDIA INDONESIA,PUTRA MEDIA INDONESIA,Corporate,-,PUTRAMEDIAINDONESIA.COM,Jalan Suryo Kusumo,MEJOBO,MEJOBO,KAB. KUDUS,JAWA TENGAH,59381,+6285741316309,+62
S2401,PT. FALAH SISTEM INTEGRASI,FALAH SISTEM INTEGRASI,Corporate,-,FASTER.ID,"Cibis Nine Building Lantai 11
Jl. TB Simatupang No. 2 RT 001 RW 005 
Cilandak Timur, Pasar Minggu
Jakarta Selatan, DKI Jakarta, 12560",CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12560,+628118118646,+62
S2402,PT. KIRANA PERDANA DATA,KIRANA PERDANA DATA,Corporate,-,KIRANA.CO.ID,"GEDUNG RAUDHA LANTAI II, JALAN KUNINGAN BARAT II NO. 21
Kuningan Barat, Mampang Prapatan, Kota
Jakarta Selatan, DKI Jakarta, 12790",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,+6285892092295,+62
S2405,PT. RAGAM SURYA CEMERLANG,RAGAM SURYA CEMERLANG,Corporate,-,SURYACEMERLANG.CO.ID,"Komplek Perkantoran Malibu City Resort Blok J No. 110
Cengkareng Timur, Cengkareng
Jakarta Barat, Prov. DKI Jakarta",CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,+6289631893423,+62
S2407,PT. CIGS INDONESIA DIGITAL,CIGS,Corporate,-,CIGS.CO.ID,"BITC Building 3rd Floor
Jl. HMS Mintareja Sarjana Hukum",BAROS,CIMAHI TENGAH,CIMAHI,JAWA BARAT,40521,+622230500165,+62
S2408,PT. INDAH PARAS JELITA,INDAH PARAS JELITA,Corporate,-,JELITANET.NET,"KOMPLEK PERKANTORAN MALIBU CITY RESORT BLOK J NOMOR 110
Kel. Cengkareng Timur, Kec. Cengkareng, Kota
Adm. Jakarta Barat, Prov. DKI Jakarta",CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,+6285892092295,+62
S2410,PT. LIMAS LANGGENG MAKMUR,LIMAS LANGGENG MAKMUR,Corporate,-,LANGGENGNET.ID,"Komplek Perkantoran Malibu City Resort Blok J No. 110
Cengkareng Timur, Cengkareng
Jakarta Barat, DKI Jakarta,11730",CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,+6289631893423,+62
S2414,PT. PUTIH INTAN ASIA,PUTIH INTAN ASIA,Corporate,-,INTANASIA.CO.ID,"GEDUNG RAUDHA LANTAI II, JALAN KUNINGAN BARAT
II NOMOR 21, Kel. Kuningan Barat, Kec. Mampang Prapatan,
Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+6281317223101,+62
S2418,CV. DUTA CYBER KOMPUTAMA,FINS.NET,Corporate,-,DCK.CO.ID,"Perum Indraprasta View Cluster Grandview E6 No 2
Jawa Timur, 65211",PETAK,PACET,KAB. MOJOKERTO,JAWA TIMUR,61374,+6281337050383,+62
S2419,RUMAH SAKIT UMUM PUSAT PROF DR.R.D KANDOU MANADO,RUMAH SAKIT,Goverment,-,RSUPKANDOU.COM,JL RAYA TANAWANGKO NO 56 KEC MALALAYANG,MALALAYANG I,MALALAYANG,MANADO,SULAWESI UTARA,95162,+624318383058,+62
S2421,"PT. BANK BTPN SYARIAH, TBK.",PT BANK BTPN SYARIAH,Corporate,-,BTPNSYARIAH.COM,"Menara BTPN Lt. 12
Jl. DR Ide Anak Agung Gde Agung Lot 5.5-5.6
Kawasan Mega Kuningan, Jakarta 12950",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,+6230026400,+6229272096
S2424,UNIVERSITAS PAKUAN,UNIVERSITAS PAKUAN,Education,-,UNPAK.AC.ID,"Jl. Pakuan, Tegallega.",TEGALLEGA,BOGOR TENGAH,BOGOR,JAWA BARAT,16143,+622518312206,+622518356927
S2425,PT. LINTAS GLOBAL INTERNUSA,LOGIN NETWORK,Corporate,-,LINTASGLOBALINTERNUSA.NET.ID,Jl. Wonosari Barat,WONOSARI,BENGKALIS,KAB. BENGKALIS,RIAU,28751,+628117608070,+62
S2429,PT. PCDC PROPCO ONE,ATRIA DATA CENTER (ATRIADC),Corporate,-,ATRIA-DC.COM,"Jalan Daan Mogot KM 18, Kel. Kalideres, Kec. Kalideres, Kota
Adm. Jakarta Barat, Prop. DKI Jakarta",KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,+622150980380,+62
S2432,PT. RESTU DIGITAL MEDIATAMA,MEDIANET,Corporate,-,RESTUDIGITALMEDIATAMA.NET,Jalan kartini no.8 selemadeg tabanan bali,BAJERA,SELEMADEG,KAB. TABANAN,BALI,82162,+6289685554655,+62
S2435,PT. REZKY SUKABUMI VISION,SVISIONNET,Corporate,-,SVISIONNETWORKS.ID,Sofia Regency No. 1 RT 03 RW 17 Kelurahan Cisarua Kec. Cikole Sukabumi Sukabumi Jawa Barat 43116 Indonesia,CISARUA,CIKOLE,SUKABUMI,JAWA BARAT,43116,+622666227209,+62
S2445,CV. PAJAR UTAMA SEJAHTERA,SARANA SERVER,Corporate,-,SARANASERVER.COM,Jl.I No.49,RAWASARI,CEMPAKA PUTIH,JAKARTA PUSAT,DKI JAKARTA,10570,+622121477580,+62
S2446,PT. FIBER INDONESIA TRANSNET,FIT,Corporate,-,FITNET.CO.ID,"jl kimaja (ruko kimaja icon) kel,sepang jaya kec,labuhan ratu
bandar lampung",SEPANG JAYA,LABUHAN RATU,BANDAR LAMPUNG,LAMPUNG,35148,+6282169462003,+62
S2448,PT. ZONA KOLEKTIF INDONESIA,ZONA KOLEKTIF,Corporate,-,ZKI.NET.ID,CURAH LOR,BLIGO,NGLUWAR,KAB. MAGELANG,JAWA TENGAH,56485,+6281315921002,+62
S2450,PT. ANUGERAH HARMONI LAUTAN,ANUGERAH HARMONI LAUTAN,Corporate,-,ANUGERAHHARMONILAUTAN.CO.ID,"GEDUNG RAUDHA LANTAI 11, JALAN KUNINGAN BARAT II NOMOR 21, 
Kel. Kuningan Barat, Kec. Mampang Prapatan, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+622150983720,+62
S2451,PT. MEDIA KOMUNIKASI NASIONAL,MEDIA KOMUNIKASI NASIONAL,Corporate,-,MEDIAKOMNAS.NET,Komplek Perkantoran Malibu City Resort Blok J No. 110 Kel. Cengkareng Barat Kec. Cengkareng. Jakarta Barat,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,+622150983756,+62
S2452,PT. PELAYANAN LISTRIK NASIONAL BATAM,PLN BATAM,Corporate,-,PLNBATAM.COM,"Jl. Engku Putri No. 3 Batam Center
Batam, Kepulauan Riau, 78391",BELIAN,BATAM KOTA,BATAM,KEPULAUAN RIAU,78391,+62778463150,+62778463143
S2454,PT. PATRA SINAR TEKNOLOGI,PASTI.NET,Corporate,-,PTPASTI.CO.ID,"Graha Tabayama Jalan Jendral Ahmad Yani Kavling 2-3 Bekasi Selatan, Jawa Barat 17141",MARGA JAYA,BEKASI SELATAN,BEKASI,JAWA BARAT,17141,+6281227227088,+62
S2456,PT. KARYA INTERNET INDONESIA,KARYA INTERNET INDONESIA,Corporate,-,KARYAINTERNETINDONESIA.COM,Jln.Raya Puloniti Bangsal No.10 Dsn.Pudakpulo,PULONITI,BANGSAL,KAB. MOJOKERTO,JAWA TIMUR,61381,+6285336344807,+62
S2464,PT. KLINIK DIGITAL INDONESIA,KLINIKTECH,Corporate,-,KLINIKTECH.COM,Perumahan Bongan Asri Blok C No 88 Bongan Tabanan Bali,BONGAN,TABANAN,KAB. TABANAN,BALI,82112,+623617996635,+62
S2465,PT. KIRIM EMAIL INDONESIA,KIRIM.EMAIL,Corporate,-,KIRIM.EMAIL,Gd. Wisma Monex Lt.9 Jl. Asia Afrika No. 133-137,KEBON PISANG,SUMUR BANDUNG,BANDUNG,JAWA BARAT,40112,+622287321138,+62
S2466,PT. AWAN KOMPUTASI TEKNOLOGI,AWANIO,Corporate,-,AWAN.IO,"Jl. Sabilillah No. 18 RT 001/003, Kel. Medan Satria, Kec. Medan Satria, Kota Bekasi",MEDAN SATRIA,MEDAN SATRIA,BEKASI,JAWA BARAT,17132,+6281218004579,+62
S2469,PT. DISTRINDO KOSMETA UTAMA,JENNYHOUSE,Corporate,-,JENNYHOUSE.ID,Jl. Basuki Rakhmat No. 106-128 Surabaya (Graha Bumi Surabaya #GBS 6-03 Lantai 6  Graha Bumi Surabaya),EMBONG KALIASIN,GENTENG,SURABAYA,JAWA TIMUR,60271,+62315480018,+62
S2470,PT. BARTECH BRAVO DELTA,BARTECH.ID,Corporate,-,BARTECH.ID,"Jl. Raya Tomohon - Manado No. 98 Kelurahan Kakaskasen Satu Lingkungan III, Kecamatan Tomohon Utara",KAKASKASEN SATU,TOMOHON UTARA,TOMOHON,SULAWESI UTARA,95415,+6282343342222,+62
S2471,PT. ANUGERAH BAKTI PERSADA,ANUGERAHNET,Corporate,-,ANUGERAHBP.CO.ID,Jl. Dr. Taruno No. 18,NAGASARI,KARAWANG BARAT,KAB. KARAWANG,JAWA BARAT,41312,+6281221118887,+62
S2473,PT. SOL ONE INDONESIA,SOL ONE INDONESIA,Corporate,-,SOLONE.CO.ID,Ruko Raflesia Blok E No.01 - Batam,TELUK TERING,BATAM KOTA,BATAM,KEPULAUAN RIAU,29461,+627786000079,+62
S2475,CV. CUBIESPOT PILAR TECH INDONESIA,CUBIESPOT NETWORKS,Corporate,-,CUBIES.ID,Perumahan Tiara Candi 2 Blok AA 20,SEKARGADUNG,PURWOREJO,PASURUAN,JAWA TIMUR,67127,+6282225272525,+62
S2477,PT. PALU PASUNDAN MEDIA NET,PASUNDAN MEDIA NET,Corporate,-,PALUPASUNDANMEDIANET.ID,Jl. Cempedak V Blok C15 No. 27 RT. 006 RW.012 Taman Pagelaran Ciomas Bogor,PADASUKA,CIOMAS,KAB. BOGOR,JAWA BARAT,16610,+62,+62
S2479,DINAS PERSANDIAN KOMUNIKASI DAN INFORMATIKA KABUPATEN MANOKWARI,DINAS PERSANDIAN KOMUNIKASI DAN INFORMATIKA KABUPATEN MANOKWARI,Goverment,-,MANOKWARIKAB.GO.ID,"Jl. Percetakan Negara Sanggeng
Manokwari, Papua Barat, 98312",SANGGENG,MANOKWARI BARAT,KAB. MANOKWARI,PAPUA BARAT,98312,+62986215253,+62
S2480,CV. AMANDA NETWORK GROUP,AMANDA NETWORK,Corporate,-,WHUSNET.COM,"JL. Raya Cepu Km. 3 RT002 RW002 Ds. Ngawi, Kec. Ngawi, Kab. Ngawi",NGAWI,NGAWI,KAB. NGAWI,JAWA TIMUR,63211,+6285855555603,+62
S2481,PT. YAFO MAKMUR PERKASA,YAFO MAKMUR PERKASA,Corporate,-,YAFO.CO.ID,"ALTERNATIF TRANSYOGI KKP DUKUT NO. 39 RT.004 RW.002 SIRNASARI, TANJUNG SARI JAWA BARAT",SINARSARI,TANJUNGSARI,KAB. BOGOR,JAWA BARAT,16840,+628112260345,+62
S2482,PT. BANK OCBC NISP,BANK OCBC NISP,Corporate,-,OCBCNISP.COM,"Jl. Prof. Dr. Satrio Kav. 25, Bank OCBC NISP, Karet Kuningan Jakarta Selatan, DKI Jakarta, Indonesia 12940. Phone(021) 25533888.",KARET KUNINGAN,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12940,+628111521687,+62
S2483,PT. BISNET TEKNOLOGI JAYA,BISNET,Corporate,-,BISNET.CO.ID,Dusun Curahmluwo,ROWOTAMTU,RAMBIPUJI,KAB. JEMBER,JAWA TIMUR,61852,+6281332290396,+62
S2484,PT. AISHA SURYA BORNEO,SURYANET,Corporate,-,SURYA.NET.ID,"Jalan Pemuda KM. 5,5, Kel. Selat Utara, Kec. Selat, Kab. Kapuas,
Prov. Kalimantan Tengah",SELAT UTARA,SELAT,KAB. KAPUAS,KALIMANTAN TENGAH,73515,+6285234417174,+62
S2485,CV. FIBERPLUS TEKNOLOGI,FIBERPLUS,Corporate,-,FIBERPLUS.ID,Jalan Tombro,TEGUHAN,JIWAN,KAB. MADIUN,JAWA TIMUR,63161,+6281217626826,+62
S2488,PT. MNC DIGITAL INDONESIA,RCTI+,Corporate,-,RCTIPLUS.COM,Studio MNC Tower 2 jalan perjuangan no1,KEBON JERUK,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11530,+625307710,+62
S2491,PT. VALMICH HOSTING INDONESIA,VALMICH HOSTING,Corporate,-,VALMICH.COM,"TOWER KENCANA, JALAN MERUYA ILIR RAYA NOMOR 88, Kel. Meruya Utara,
Kec. Kembangan, Kota Adm. Jakarta Barat, Prov. DKI Jakarta",MERUYA UTARA,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,11520,+6281289813373,+62
S2493,PT. SKYLINK TECHNOLOGY NUSANTARA,SKYLINK,Corporate,-,SKYLINKNUSANTARA.NET,JL.Sultan Badarudin No.158,GUNUNG AGUNG,LANGKAPURA,BANDAR LAMPUNG,LAMPUNG,35157,+6281296138366,+62
