no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
781,PT. HYPERINDO GLOBAL PERKASA,HYPERGLOBAL,Keanggotaan Penyelenggara,JTT,HYPERGLOBAL.ID,Jl. Prima Dalam Blok. S-7 No. 12,TEGAL ALUR,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11820,02150118000,-
S1614,YAYASAN ALAM JAYA SAKTI MOJOKERTO,PAUDPELANGIMOJOKERTO,Education,-,SEKOLAHPELANGI.ID,"Jl. Cinde Baru Tengah No. 11
Kota Mojokerto",Prajurit Kulon,Prajurit Kulon,Mojokerto,JAWA TIMUR,61361,+6281235556332,+62
S1615,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN SUBANG,DISKOMINFO SUBANG,QQ,-,SUBANG.GO.ID,"Jl. Mayjen Sutoyo No. 46, Karanganyar",KARANGANYAR,SUBANG,KAB. SUBANG,JAWA BARAT,41211,(0260) 411318,(0260) 411318
S1616,PT. ERA AWAN DIGITAL,ERANYACLOUD,Corporate,-,ERANYACLOUD.COM,Gedung Tatapuri Lt. 7 - Jl. Tanjung Karang Kav. 304,KEBON MELATI,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10230,(+6221) – 3141227,(+6221) – 3141227
782,PT. SEKAR SOLUSI ABADI,MALACCA BROADBAND INTERNET,Keanggotaan Penyelenggara,ISP,SEKARSA.NET.ID,Jl. Teungku Imuen Lueng Bata No. 82 Blang Cut Kec. Lueng Bata Kota Banda Aceh,LUENG BATA,LUENG BATA,BANDA ACEH,ACEH,23127,+6281229723203,+620
S1617,LEMBAGA MANAJEMEN ASET NEGARA,PEMERINTAHAN,QQ,-,LMAN-KEMENKEU.COM,"Gd. Dhanadyaksa Hutama, Jln. Diponegoro No. 62 A",PEGANGSAAN,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10320,021-21392822,021-21392823
S1618,PT. CENTRA TELESINDO MULTIMEDIA,CENTRA TELESINDO MULTIMEDIA,Corporate,-,CENTRATM.COM,"Gedung GRAND SLIPI TOWER LT. 5 UNIT F
JLN. S. PARMAN KAV. 22-24 RT. 001 / 004",PALMERAH,PALMERAH,JAKARTA BARAT,DKI JAKARTA,11480,02185505555,02185505555
783,PT. NITNET MEDIA TEKNOLOGI,NITNET,Keanggotaan Penyelenggara,ISP,NMT.NET.ID,Kp. Petir Masjid Rt.03 Rw.01 Mekar Baru Petir Kab. Serang Banten,MEKARBARU,PETIR,KAB. SERANG,BANTEN,42172,+622543209750,-
0804,PT. JAYA MEDIA EXPRESS,JME,Keanggotaan Penyelenggara,ISP,JAYAMEDIAEXPRESS.COM,"JL. Husein kertadibrata No. 60 RT. 02/002 Desa
Mulyasari",MULYASARI,PAMANUKAN,KAB. SUBANG,JAWA BARAT,41254,+6285221773260,+62
785,PT. DINAMIKA KARYA ADICITA,DIKA-NET,Keanggotaan Penyelenggara,ISP,DIKA.NET.ID,Perumahan Buana Regency Blok B nomor 9,BELIAN,BATAM KOTA,BATAM,KEPULAUAN RIAU,29464,+6282169995214,+62
787,PT. POP NET INDONESIA,PERSADA NAYAKA INFOTAMA,Keanggotaan Penyelenggara,ISP,POPNET.CO.ID,"PERSADA OFFICE PARK BUILDING B
Jl. KH Noer Ali no. 3A Kalimalang Kayuringin Jaya",KAYURINGIN JAYA,BEKASI SELATAN,BEKASI,JAWA BARAT,17144,0818292254,-
788,PT. SKY NETWORK SOLUTION,SKY NETWORK SOLUTION,Keanggotaan Penyelenggara,ISP,SNS.NET.ID,Jalan Sekayu - Teladan Lingkungan III,BALAI AGUNG,SEKAYU,KAB. MUSI BANYUASIN,SUMATERA SELATAN,307111,07143241154,07143241154
S2656,PT. JARINGAN SARANA NUSANTARA,JSNKU,QQ,-,WWW.JARINGANKU.NET.ID,"Jl Wijayakusuma No 6 RT 05 RW III, Perum Griya Sekar Asri, Sekarkurung",MUKTIHARJO,MARGOREJO,KAB. PATI,JAWA TENGAH,59163,+6281271255957,+62295392501
S1620,CV. AURA NABIL PRATAMA,AURANABIL,QQ,-,AURANABIL.WEB.ID,Kp.Kamalaka Rt.003/Rw.005,PANGGUNGJATI,TAKTAKAN,SERANG,BANTEN,42162,+6281808174888,+62
790,PT. WIDARA MEDIA INFORMASI,RAFLESSNET,Keanggotaan Penyelenggara,ISP,WMI.NET.ID,Graha Pesona Blok W.22 No. 33  Rt. 03 Rw. 10,MEKAR BAKTI,PANONGAN,KAB. TANGERANG,BANTEN,15710,+6259407959,+622159407959
0865,PT. ANDALAS GLOBAL NETWORK,AGN,Keanggotaan Penyelenggara,ISP,ANETINDO.ID,Perumahan Misfala Blok N.9,PULUBALA,KOTA TENGAH,GORONTALO,GORONTALO,96000,+6281143701000,+62
1022,PT. ANEKA TEGUH JAYA,ANEKA NET,Keanggotaan Penyelenggara,ISP,ANEKANET.COM,JL. PEMANCAR TVRI GANG GELINCI RT. 22,SIMPANG IV SIPIN,TELANAIPURA,JAMBI,JAMBI,36122,081366398941,0742552082
792,PT. WAHYU ADIDAYA NETWORK,WINET,Keanggotaan Penyelenggara,ISP,WAHYUADIDAYA.CO.ID,Jalan Raden Wijaya Nomor 85,giri,giri,KAB. BANYUWANGI,JAWA TIMUR,68423,+6285236827555,+62
S2927,PT. PRIMA MANDIRI SENTOSA GOWA,PMS NETWORK,Corporate,-,PRIMAMANDIRISENTOSA.COM,"Perum Pelita Asri Blok A1, Kel. Jenetallasa, Kec. Palangga,
Kab. Gowa, Prov. Sulawesi Selatan",JENETALLASA,PALLANGGA,KAB. GOWA,SULAWESI SELATAN,92161,082243136824,-
S1623,KORLANTAS POLRI,KORLANTAS,Goverment,-,KORLANTAS.POLRI.GO.ID,"JL. MT HARYONO KAV. 37-38, RT. 8 RW. 2",CIKOKO,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12770,+622179181671,+622179181671
S1624,PT. FOKUS INOVASI FARADISA ABADI,TELEKOMUNIKASI,Corporate,-,FIFAPAY.CO.ID,"The City Tower, 12th floor unit 1 N, JL. MH Thamrin No. 81",MENTENG,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10310,02182759000,02182759000
794,PT. TONGGAK TEKNOLOGI NETIKOM,T2NET,Keanggotaan Penyelenggara,ISP,T2NET.ID,"pisangan, Kel. Tridadi, Kec. Sleman, Kab. Sleman, Prov. Daerah
Istimewa Yogyakarta",TRIDADI,SLEMAN,KAB. SLEMAN,DI YOGYAKARTA,55511,(0274) 2880464,-
795,PT. HIJRAH MUARA SINTESIS,HIJRAH,Keanggotaan Penyelenggara,ISP,HIJRAH.NET.ID,DS. IJOBALIT DAYA,IJOBALIT,LABUHAN HAJI,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT,83615,+6281803633470,+623766351925
1018,PT. ANDALAN DINAMIKA INFORMATIKA,ADIP,Keanggotaan Penyelenggara,ISP,ADIP.CO.ID,Jl. Pedurenan Depok BLOK. C NO. 63A,CISALAK PASAR,CIMANGGIS,DEPOK,JAWA BARAT,16452,+622121288718,+622121288718
S1626,PT. ASIA TEKNOLOGI NUSANTARA,ASIATEKNUSANTARA,Corporate,-,ASIATEKNUSANTARA.COM,Gedung The CEO Lt. 12 Jln. TB Simatupang No. 18 C RT 007 / 009,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+62 21-85505555,+62 21-85505555
796,PT. CITRA CELEBAS MULTIMEDIA,PRIMA HOME,Keanggotaan Penyelenggara,ISP,PRIMAHOME.ID,"PERUM PERMATA, JL. PERMATA RAYA BLOK. E15 NO. 3 RT. 006 / RW. 007",CIWARENG,BABAKANCIKAO,KAB. PURWAKARTA,JAWA BARAT,41151,+622648301075,+62
S1627,CV. ATIKA BERSERI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ATIKAHOSTER.MY.ID,"Jl. Kresek Raya Ruko City Walk Blok B, No. 8 Lt. 3",DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11750,0811691383,-
S1628,CV. AULIYAH SEJAHTERA BERSAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,AULIYAHOSTER.MY.ID,Jl. Tanah Abang 1 No. 11 F,PETOJO SELATAN,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10160,087876564300,-
S1629,CV. KAYLA PRATAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,KAYLAHOSTER.MY.ID,"Jl. Kresek Raya Ruko City Walk Blok B, No. 8 Lt. 3",DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11750,089636496437,-
S1630,PT. ARDI JAYA SOLUSINDO,AJS,Corporate,-,AJS.ID,"GEDUNG EDUCENTER LT 2A UNIT 22558 JL SEKOLAH
FORESTA NO 8 BSD CITY",LENGKONG KULON,PAGEDANGAN,KAB. TANGERANG,BANTEN,15331,+6221 5091 2850,-
S1631,CV. FITRA SAKTI PRATAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,FSPHOSTER.MY.ID,"Gd. Graha Santika, Jl. Dewi Sartika No. 357, Lt. 1, R. 105",CAWANG,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,13630,0895322282589,-
S1632,PT. ALYA SINAR PRATAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ASPHOSTER.MY.ID,Gd. Ascom Jl. Matraman Raya No. 67,PAL MERIAM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13140,08121832556,08121832556
0821,PT. DIFIO PERSADA SEJAHTERA,FREBLINK,Keanggotaan Penyelenggara,ISP,FREBLINK.ID,Jalan Animan Achyat (Sukabangun 2) No. 1610,SUKA BANGUN,SUKARAMI,PALEMBANG,SUMATERA SELATAN,30151,+62711418873,+62711418873
S1634,PT. ANDIKA MAHAKARYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ANDIKAHOSTER.MY.ID,JL. PETA SELATAN RUKO CITI SQUARE BUSINESS PARK BLOK. G NO. 17,KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,085710223141,085710223141
S1635,PT. ANGKASA RAYA NUSANTARA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ARNHOSTER.MY.ID,"Ruko Mutiara Taman Palem Jl. Boulevard Raya Blok C5, No. 5",CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,087741683399,087741683399
S1636,PT. ARYA PUTRA TUNGGAL,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,APTHOSTER.MY.ID,"Jl. Kalibata Timur 1, No. 17, Lt. 2",KALIBATA,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12740,087787772030,-
S1637,PT. ZAMRUD SENOPATI WIJAYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ZSWHOSTER.MY.ID,The City Resort Residences Rukan Malibu Blok. J No. 80,CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,081270617474,-
S1638,PT. REZEKI BAHARI PERDANA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,RPBHOSTER.MY.ID,Gd. Ascom Jl. Matraman Raya No. 67,PAL MERIAM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13140,083870888608,-
S1639,PT. MAHAKARYA PRAKARSA UTAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,PRAKARSAHOSTER.MY.ID,Gd. Ascom Jl. Matraman Raya No. 67,PAL MERIAM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13140,085798573179,-
S1640,PT. PERMATA INDAH UTAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,PERMATAHOSTER.MY.ID,"Ruko Citra 2 Extention Blok. BD1, No. 22",PEGADUNGAN,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11830,0895342891649,-
S1641,PT. NURUL PERSADA GEMILANG,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,NPGHOSTER.MY.ID,"Ruko Puri Intan Biru Binares, Jl. Radin Inten Duren Sawit, No. 7 B",DUREN SAWIT,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13440,087886574415,-
S1642,CV. SAZFAH PUTRI MANTIKA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,SPMHOSTER.MY.ID,"Rukan Tomang Tol Raya, Jl. Agave Raya Blok. A1, No. 19, R2. C",KEDOYA SELATAN,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11520,081288903219,-
S1643,CV. GLOBAL MITRA UTAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,GLOBALHOSTER.MY.ID,"Rukan Tomang Tol Raya, Jl Agave Raya Blok. A1, No. 7, Lt. II, R. 2C",KEDOYA SELATAN,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11520,08176028516,-
S1644,CV. GIAT USAHA MANDIRI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,GUMHOSTER.MY.ID,"Perkantoran pasar segar cengkareng, Jl. Peta timur utan jati KDJ 03, No. 40",PEGADUNGAN,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11830,081218956549,-
S1645,PT. MEGA KREASI BERSINAR,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,MEGAHOSTER.MY.ID,"Jl. Bumi Citra Damai Blok. A5, No. C. 2",CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,087888003567,-
S1646,PT. CAHAYA KARUNIA TEKNIK,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,CKTHOSTER.MY.ID,"Gedung Pasar Seger Citra Cengkareng KBF-06, 07.08, Lt. 1, Jl. Peta Timur (Utan Jati), No. 40",PEGADUNGAN,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11830,081218174349,-
S1647,DINAS PENDIDIKAN PEMERINTAH DAERAH PROVINSI JAWA BARAT,TIKOMDIK,Goverment,-,DISDIK.JABARPROV.GO.ID,Jl. Dr. Rajiman No. 6,PASIRKALIKI,CICENDO,BANDUNG,JAWA BARAT,40293,edy purwanto,022-4264318
S1648,PT. RAFINDA TIARA JAYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,JAYAHOSTER.MY.ID,Gd. Ascom Jl. Matraman Raya No. 67,PAL MERIAM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13140,081210804600,-
S1649,PT. RANGGA PRATAMA MANDIRI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,RPMHOSTER.MY.ID,"Jl. Letjen Suprapto No. 29 F, Lantai 1",HARAPAN MULYA,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,10640,081905314715,-
S1650,PT. ULIL DARMA MULIA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,UDMHOSTER.MY.ID,"Radin Inten II, No. 7 B",DUREN SAWIT,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13440,083877665420,-
S1651,PT. SANTANI JAYA PRAKASA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,SANTANIHOSTER.MY.ID,"Jl. Peta Timur Utan Jati, No. 40, Pasar Segar Citra Cengkareng Lt. 2 KDD20",PEGADUNGAN,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11830,081293154535,-
S1652,PT. RORA PERMATA INDAH,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,RPIHOSTER.MY.ID,"Gd. Ascom, Jl.Matraman Raya No. 67",PAL MERIAM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13140,085733993456,-
S1653,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN KUNINGAN,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN KUNINGAN,QQ,-,KUNINGANKAB.GO.ID,Jl. Aruji Kartawinata No. 15 Kuningan,KUNINGAN,KUNINGAN,KAB. KUNINGAN,JAWA BARAT,45511,(0232) 871142,(0232) 871142
797,PT. MARVA INFORMATIKA SOLUSINDO,MIS,Keanggotaan Penyelenggara,ISP,MIS.NET.ID,"Gedung Bulungan Business Center, Jl. Bulungan No. 15",KRAMAT PELA,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12130,+6282332732525,+6282332732525
798,PT. PROFESIONAL INTERNET INDONESIA,PRONET,Keanggotaan Penyelenggara,ISP,PRONET.ID,JL. BENDI PANDAWA NO. 7,Triwung Lor,Kademangan,PROBOLINGGO,JAWA TIMUR,67219,+628113600336,+62
1114,PT. IRAMA MEDIA FLASHNET,IRAMAFLASHNET,Keanggotaan Penyelenggara,ISP,IRAMAMEDIAFLASHNET.COM,JL. M. NASRUN NO. 37,SILAING BAWAH,PADANG PANJANG BARAT,PADANG PANJANG,SUMATERA BARAT,27118,+6281277334445,+62752485411
S1655,PT. LAKENDE SUMBER KEMAKMURAN,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,LSKHOSTER.MY.ID,"Jl. Pakis Raya No. 88 M, Lt. 2, Komp. Ruko Bojong Indah",RAWA BUAYA,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11740,085772867365,-
S2914,PT. MEDIA INFRASTRUKTUR TEKNIK,MEDIFRA,Corporate,-,MEDIFRA.ID,JL. RAYA MAMPANG PRAPATAN NO. 73 A,TEGAL PARANG,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12790,0217989671,021 29122111
S1656,CV. JIVI CREATIVE,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,JIVIHOSTER.MY.ID,"Ruko Mega Grosir Cempaka Mas Blok. L, No. 52, Jl. Letjend Suprapto",SUMUR BATU,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,10640,08871128922,-
S1657,CV. WIRAGUNA BAKTI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,WGBHOSTER.MY.ID,"Pakis Raya, No. 44",RAWA BUAYA,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11740,081381052187,-
S1658,PT. MUMRAJAYA RIMBARA LESTARI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,RIMBARAHOSTER.MY.ID,"Ruko City Square Business Park, Blok. B, No. 15",KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,085559666601,-
S1659,PT. ARKANANTA PRADIPA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,PRADIPAHOSTER.MY.ID,Jl. Pakis Raya No. 88 M,RAWA BUAYA,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11740,08999333048,-
S1660,PT. AULIAH MITRA HAYATI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,MITRAHOSTER.MY.ID,"Jl. Peta Selatan Ruko Citi Square Business Park A, No. 56",KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,081212289695,-
S1661,PT. TIGADOLOK CIPTA KARYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,DOLOKHOSTER.MY.ID,"Ruko Cibubur Indah Blok. F 12, Lt. 2, Jl. Lapangan Tembak",CIBUBUR,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,13720,081905352158,-
S1662,CV. MITRA KARYA BERSAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,MKBHOSTER.MY.ID,"Jl. Makmur, No. 6 B",PETUKANGAN SELATAN,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,12270,085711711146,-
S1663,CV. DIRGA MANDIRI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,DIRMAHOSTER.MY.ID,"Gd. Ascom, Jl. Matraman Raya No. 67",PAL MERIAM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13140,085711083801,-
S1664,PT. MULTI NUSA INDAH,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,NUSAHOSTER.MY.ID,"Gd. ASCOM, Jl. Matraman Raya No. 67",PAL MERIAM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13140,085890898968,-
S1665,PT. ALFA CAHAYA ALAM,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ALFAHOSTER.MY.ID,"Gd. Pasar Seger citra cengkareng, Jl. Peta Timur (utan jati), No. 40 GD",PEGADUNGAN,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11830,087770333162,-
S1666,CV. ARAS PRIMA SUKSES,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,APSHOSTER.MY.ID,"Ruko Komplek, Jl. Garuda No. 29 C, Lt. III",GUNUNG SAHARI SELATAN,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,10610,08980000401,-
S1667,PT. KHAMOCHI KHATAHO,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,KHATAHOSTER.MY.ID,"Jl. Daan Mogot KM. 12 E, No. 12",CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,081319828708,-
S1668,PT. MELATI CITRA MAS,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,MCMHOSTER.MY.ID,"Gd. Ascom, Jl. Matraman Raya No. 67",PAL MERIAM,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13140,08811838877,-
S1669,PT. DHARMA HUTAMA KARYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,DHKHOSTER.MY.ID,"Ruko Mega Grosir Cempaka Mas Blok. A, No. 10, Jl. Letjend Suprapto",SUMUR BATU,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,10640,082118111869,-
S1670,PT. AFTHAR MUDA KARYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,AFTHARHOSTER.MY.ID,"Ruko Puri Sentral Niaga Lt. 2, Jl. Raya Kalimalang E, No. 71",CIPINANG MELAYU,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,13620,085220910233,-
S1671,PT. CIPTA KARAWI GROUP,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,CKGHOSTER.MY.ID,"Green Lake City, Rukan Sentra Niaga Blok. N, No. 23",DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11750,083873533548,-
800,PT. DIGITAL MEDIA TELEMATIKA,DIGITNET,Keanggotaan Penyelenggara,ISP,DMTNET.ID,RUKO NO.1 PERUM GREEN FLOWER,SUKOMULYO,LAMONGAN,KAB. LAMONGAN,JAWA TIMUR,62216,081933220287,03223384652
801,PT. INDITECH GLOBAL NETWORK,WIFIKITA,Keanggotaan Penyelenggara,ISP,IGNWIFIKITA.COM,Komplek Pasar baru Majenang,PAHONJEAN,MAJENANG,KAB. CILACAP,JAWA TENGAH,53257,+6285161671600,+62
S1672,PT. SINDE BUDI SENTOSA,SINDE BUDI SENTOSA,QQ,-,WWW.SINDEBUDI.COM,"JL. RAYA DIPONEGORO NO. 35 KM 39,2 KP KEDUNG GEDE",SETIAMEKAR,TAMBUN SELATAN,KAB. BEKASI,JAWA BARAT,17510,021-6507879,021-6508126
802,PT. CHACHA NETWORKING SYSTEM,CHACHANET,Keanggotaan Penyelenggara,ISP,CHACHANET.COM,"JL. PONGSIMPIN GRIYA NIMRAH PERMAI BLOK B.I NO. 14
, Kel. Boting, Kec. Wara, Kota Palopo, Prov. Sulawesi Selatan",SALEKOE,WARA TIMUR,PALOPO,SULAWESI SELATAN,91922,081343560777,00000
S1673,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN WONOSOBO,DISKOMINFO WONOSOBO,Goverment,-,DISKOMINFO.WONOSOBOKAB.GO.ID,Jl. Sabuk Alu 2 A Wonosobo,WONOSOBO TIMUR,WONOSOBO,KAB. WONOSOBO,JAWA TENGAH,56311,0286-325112,0286-325112
S1674,INSTITUT AGAMA ISLAM NEGERI MADURA,IAIN MADURA,QQ,-,IAINMADURA.AC.ID,Jalan Raya Panglegur KM.4 Pamekasan 69371 - Jawa Timur,Panglegur,Tlanakan,Kab. Pamekasan,JAWA TIMUR,69371,+62 324 322551,+62 324 322551
S1675,PT. WHEEHOST DATA CLOUD,WHEEHOST,Corporate,-,WHEEHOST.COM,"Haery 1 Building, Lantai 1, Jl Kemang Selatan No. 151",CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12560,0217812371,0217812372
S1676,BADAN PERLINDUNGAN PEKERJA MIGRAN INDONESIA (BP2MI),BADAN PELINDUNGAN PEKERJA MIGRAN INDONESIA (BP2MI),Goverment,-,BP2MI.GO.ID,Jl. MT Haryono Kav. 52,PANCORAN,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12770,021-7900764,021-7900764
S1677,KOMISI NASIONAL HAK ASASI MANUSIA RI,KOMNASHAM,QQ,-,KOMNASHAM.GO.ID,Jl. Latuharhary No. 4 B,MENTENG,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10310,021-3925230,021-3925227
S1678,PEMERINTAH KABUPATEN SOPPENG,PEMERINTAH KABUPATEN SOPPENG,Goverment,-,SOPPENG.GO.ID,JL.SALOTUNGO NO.1,LALABATA RILAU,LALABATA,KAB. SOPPENG,SULAWESI SELATAN,90812,+6281355222333,+6248421301
S1679,DINAS KOMINFO PROVINSI SUMATERA BARAT,DISKOMINFO PROVINSI SUMATERA BARAT,Goverment,-,SUMBARPROV.GO.ID,"Jl. Pramuka, No. 11 A",LOLONG BELANTI,PADANG UTARA,PADANG,SUMATERA BARAT,25136,0751-897136,0751-897136
S1681,DINAS KOMUNIKASI DAN INFORMATIKA PROVINSI KALIMANTAN UTARA,DISKOMINFO KALTARA,QQ,-,WWW.DISKOMINFO.KALTARAPROV.GO.ID,"Pemerintah Provinsi Kalimantan Utara
Jalan. Rambutan Gedung Gadis Lt. 5",TANJUNG SELOR HILIR,TANJUNG SELOR,KAB. BULUNGAN,KALIMANTAN UTARA,77212,(0552) 22454,(0552) 22454
S1682,STKIP PGRI JOMBANG,STKIP PGRI JOMBANG,Education,-,STKIPJB.AC.ID,Jalan Pattimura III/20,Sengon,Jombang,Kab. Jombang,JAWA TIMUR,61418,+6232186319,+6232186319
S1683,PT. YABISA SUKSES MANDIRI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,YSMHOSTING.COM,Jl. Utan Kayu Raya No. 88 A,UTAN KAYU SELATAN,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13120,021-8511120,-
S1684,PT. LINTAS JARINGAN NASIONAL,NASIONALNET,Corporate,-,LJNASIONAL.NET,JL. AHMAD YANI NO. 25 C,KARANGPAWITAN,KARAWANG BARAT,KAB. KARAWANG,JAWA BARAT,41315,0267-400567,0267-400567
S1685,PT. TEKLING MEDIA INTERKONEKSI,TEKLING MEDIA,Corporate,-,TEKLING.ID,"Gebang Wisma Kasuari. Blok E8-E9.
Jl. Kasuari no 46 Jember",Gebang,Patrang,Kab. Jember,JAWA TIMUR,68117,082238776577,-
S1686,PT. JAVADWIPA DUTA MANDIRI,INTERNET SERVICE PROVIDER,Corporate,ISP,JAVADWIPA.COM,"Ruko Surya Inti Permata Blok C7, Jl. Jemur Andayani 50 Surabaya",SIWALANKERTO,WONOCOLO,SURABAYA,JAWA TIMUR,60236,+62318413365,+62318421372
1119,PT. PRIMA TELEKOM INDONESIA,PRIMA TELEKOM INDONESIA,Keanggotaan Penyelenggara,ISP,PTI.NET.ID,"Jl. BDB No. 55
Cilangkap Tapos
Depok",TAPOS,TAPOS,DEPOK,JAWA BARAT,16458,+62217996158,+62217996158
